0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
-5.006754862944791107e-01,-6.395934640245236856e-03
-1.809432047845580316e+00,-1.914466837732680185e-02
-4.077506190581817513e+00,-2.158498561257623030e-02
-7.181454809512426429e+00,-1.844905971395283811e-02
-1.104617151356304561e+01,-3.008434231313180524e-02
-1.268823559220105146e+01,-7.114479712782681431e-02
-1.205514290088184559e+01,-1.130698779888026084e-01
-1.102235257696671411e+01,-1.481009610240335284e-01
-1.014626876508873643e+01,3.137354915107256614e-01
-9.394872466777471232e+00,1.715394274148110076e+00
-8.734576994125873739e+00,4.055033101748778179e+00
-8.122446052097393121e+00,7.248335124649400996e+00
-7.535309855664760192e+00,1.122757716030563024e+01
-6.970501307498063071e+00,1.592774005973026696e+01
-6.447790333398167206e+00,2.133511510637421438e+01
-5.973088971612156683e+00,2.737754761688960414e+01
-5.535538169092475869e+00,3.396330155336355006e+01
-5.125899824575776975e+00,4.106207265762846248e+01
-4.733985693868597799e+00,4.864650437183537690e+01
-4.390801365781785037e+00,5.668427370862688974e+01
-4.082231447464710783e+00,6.514011865519917421e+01
-3.769097869547400226e+00,6.708692151192398967e+01
-3.460889754866343537e+00,6.294225642242046348e+01
-3.194138619893303055e+00,5.806431604300313154e+01
-2.459986053424655594e+00,5.357091703981289754e+01
-8.102554344151191579e-01,4.942154826019249469e+01
1.774458090259007914e+00,4.558670761599530152e+01
5.226296361690486059e+00,4.201948028044819239e+01
9.461414919090278985e+00,3.871766491659179366e+01
1.440139999344644473e+01,3.570199909499373803e+01
2.000376057640323779e+01,3.293314790896011601e+01
2.625789118379537967e+01,3.038193333381399697e+01
3.311193860103397668e+01,2.802908006125916174e+01
4.049606074037281900e+01,2.585802490922394270e+01
4.293569689327833316e+01,2.388435150067286372e+01
4.063809340234592327e+01,2.209940082121239868e+01
3.771502863524095517e+01,2.045413031037839602e+01
3.501308965113712190e+01,1.844601443265558061e+01
3.249330426206532962e+01,1.565492101103755473e+01
3.014491668785170830e+01,1.205094146063653326e+01
2.796814695677910478e+01,7.667047179737436657e+00
2.596220601925035254e+01,2.555661193444563217e+00
2.413201037597241694e+01,-3.226611815785136894e+00
2.245684987680435896e+01,-9.638033737885413288e+00
2.090060907981594340e+01,-1.663046347953634907e+01
1.943532359450982838e+01,-2.415688225079579965e+01
1.805620842648480462e+01,-3.219264775525292066e+01
1.676146865148499998e+01,-4.068146349452447197e+01
1.557373366328228848e+01,-4.954436998459185304e+01
1.447787068893400608e+01,-5.875596850168845009e+01
1.347038861537567911e+01,-6.141169716362056619e+01
1.252416761252499278e+01,-5.790376564431296202e+01
1.162411894407428470e+01,-5.357885408957151441e+01
9.332613387224022006e+00,-4.956481533113130666e+01
4.369749041575375692e+00,-4.584743714593016506e+01
-3.342199812137545134e+00,-4.237645885042326199e+01
-1.361181589770048461e+01,-3.915088067023925333e+01
-2.623403187504896295e+01,-3.618037138403943231e+01
-3.214020151917753054e+01,-3.346466855952669306e+01
