7.737355679273605347e-02,8.814036846160888672e-06
-2.737533748149871826e-01,5.418423935770988464e-02
-1.293612241744995117e+00,-4.343623295426368713e-03
-3.573213338851928711e+00,-8.885765075683593750e-02
-6.442046642303466797e+00,-2.246210724115371704e-02
-1.055867290496826172e+01,4.787536710500717163e-02
-1.402021980285644531e+01,1.609143018722534180e-01
-1.544505119323730469e+01,-4.990385472774505615e-02
-1.542615795135498047e+01,3.704857081174850464e-04
-1.565049839019775391e+01,2.176435887813568115e-01
-1.559068012237548828e+01,1.217832088470458984e+00
-1.542379760742187500e+01,3.184730291366577148e+00
-1.539576721191406250e+01,6.476923942565917969e+00
-1.541471767425537109e+01,1.063899135589599609e+01
-1.555265808105468750e+01,1.577214717864990234e+01
-1.555128765106201172e+01,2.199367141723632812e+01
-1.549911785125732422e+01,2.918957138061523438e+01
-1.543455791473388672e+01,3.740848159790039062e+01
-1.545935440063476562e+01,4.679436874389648438e+01
-1.546855163574218750e+01,5.703886413574218750e+01
-1.554084300994873047e+01,6.827554321289062500e+01
-1.547301959991455078e+01,8.059607696533203125e+01
-1.542943477630615234e+01,9.052330017089843750e+01
-1.548539161682128906e+01,9.390693664550781250e+01
-1.543758869171142578e+01,9.400114440917968750e+01
-1.523569393157958984e+01,9.397453308105468750e+01
-1.409058856964111328e+01,9.406608581542968750e+01
-1.216523647308349609e+01,9.395005035400390625e+01
-9.056210517883300781e+00,9.386296844482421875e+01
-4.961258888244628906e+00,9.380443572998046875e+01
3.342315256595611572e-01,9.397873687744140625e+01
6.396647453308105469e+00,9.388919830322265625e+01
1.355417537689208984e+01,9.394173431396484375e+01
2.194087028503417969e+01,9.394686126708984375e+01
3.140081596374511719e+01,9.403975677490234375e+01
3.864297866821289062e+01,9.392439270019531250e+01
4.135635757446289062e+01,9.397586822509765625e+01
4.124220657348632812e+01,9.392607116699218750e+01
4.124354171752929688e+01,9.362824249267578125e+01
4.136945724487304688e+01,9.263840484619140625e+01
4.125670242309570312e+01,9.048973083496093750e+01
4.128413772583007812e+01,8.750415802001953125e+01
4.141712951660156250e+01,8.332064056396484375e+01
4.127936935424804688e+01,7.798825073242187500e+01
4.142238616943359375e+01,7.188884735107421875e+01
4.124649810791015625e+01,6.464167022705078125e+01
4.117834854125976562e+01,5.658556747436523438e+01
4.130316543579101562e+01,4.724505615234375000e+01
4.134299468994140625e+01,3.705019378662109375e+01
4.140201568603515625e+01,2.552344894409179688e+01
4.134997558593750000e+01,1.325545501708984375e+01
4.120122528076171875e+01,3.251025199890136719e+00
4.137630844116210938e+01,-1.741240471601486206e-01
4.138375091552734375e+01,7.049146294593811035e-02
4.052690505981445312e+01,-1.173114776611328125e-01
3.746576309204101562e+01,1.802083104848861694e-03
3.112248420715332031e+01,-4.922776482999324799e-03
2.191281318664550781e+01,1.507672965526580811e-01
9.501876831054687500e+00,5.734548345208168030e-02
-1.179565906524658203e+00,1.271181404590606689e-01
-5.197684764862060547e+00,-1.192171275615692139e-01
